country,pop1,pop2,pop3,pop1PC,pop2PC,pop3PC,pcEN,pcES,pcFR,motivSchool,motivWork,motivTravel,motivBrain,motivFamily,motivCulture,motivOther,ui1,ui2,ui1PC,ui2PC,covidPop1,covidPop2,covidPop3,covidSchool,covidWork,covidTravel,covidBrain,covidFamily,covidCulture,covidOther
Azerbaijan,English,Russian,German,0.489534512,0.18231441,0.081217563,0.489534512,0.043856741,0.042110588,0.272585809,0.158145445,0.110774019,0.122881356,0.134143474,0.074340058,0.127129839,Turkish,English,0.378286541,0.230549395,English,Russian,Turkish,0.255465906,0.150551045,0.114510423,0.124207794,0.143602535,0.077680776,0.133981522
Bahamas,Spanish,French,English,0.434448225,0.180485241,0.075358951,0.075358951,0.434448225,0.180485241,0.224851621,0.132247755,0.13955258,0.203926343,0.104550297,0.069015371,0.125856034,English,Spanish,0.677843251,0.047251501,Spanish,French,English,0.230685921,0.132490975,0.120577617,0.219855596,0.100722022,0.066425993,0.129241877
Bahrain,English,French,Spanish,0.400299639,0.119930708,0.113675734,0.400299639,0.113675734,0.119930708,0.275790502,0.105827534,0.085886949,0.1713466,0.127762178,0.106173442,0.127212795,English,Arabic,0.391113816,0.379568332,English,Spanish,French,0.224835372,0.102304798,0.087370649,0.198024459,0.123941675,0.121001881,0.142521167
Bangladesh,Spanish,French,English,0.169637288,0.140997226,0.112406933,0.112406933,0.169637288,0.140997226,0.14929875,0.170352851,0.112877615,0.204116479,0.122391491,0.097258117,0.143704698,English,Hindi,0.634265219,0.058421479,Spanish,French,English,0.136918834,0.175269241,0.105857631,0.215753874,0.11403336,0.101260835,0.150906225
Barbados,Spanish,French,Japanese,0.425996525,0.2121943,0.049586348,0.043388055,0.425996525,0.2121943,0.261615647,0.115465717,0.139169636,0.187013742,0.099396495,0.070166509,0.127172253,English,Spanish,0.690396535,0.027464405,Spanish,French,Japanese,0.253974262,0.121498864,0.112036336,0.193792581,0.111657835,0.067751703,0.139288418
Belarus,English,German,French,0.637879651,0.103645813,0.061181363,0.637879651,0.060471328,0.061181363,0.275668974,0.163231331,0.222477051,0.139772866,0.059309751,0.034896649,0.104643379,Russian,English,0.728242494,0.113786758,English,German,French,0.285621488,0.14635097,0.211601546,0.145019325,0.065672805,0.034557797,0.111176069
Belgium,English,Spanish,French,0.3068357,0.166711726,0.133880125,0.3068357,0.166711726,0.133880125,0.206924687,0.13254362,0.192806216,0.137291445,0.128420809,0.087615428,0.114397795,English,French,0.349599772,0.236964997,English,Spanish,French,0.20094193,0.122271935,0.191098761,0.1550511,0.120510526,0.091103471,0.119022277
Belize,Spanish,English,French,0.349596047,0.202643345,0.115773786,0.202643345,0.349596047,0.115773786,0.223410885,0.12640216,0.147174907,0.191005401,0.12193602,0.074989614,0.115081014,English,Spanish,0.550160797,0.190524747,Spanish,English,French,0.234975962,0.111778846,0.110576923,0.207331731,0.130408654,0.080528846,0.124399038
Benin,English,Spanish,French,0.657151627,0.099491362,0.091774095,0.657151627,0.099491362,0.091774095,0.192626975,0.242613586,0.133981969,0.089172543,0.123092029,0.126930287,0.091582612,French,English,0.719810576,0.146847321,English,Spanish,French,0.185245902,0.26284153,0.142076503,0.1,0.08579235,0.117486339,0.106557377
Bhutan,Korean,Japanese,Spanish,0.183745583,0.155359246,0.149116608,0.145936396,0.149116608,0.112720848,0.165899627,0.104755643,0.143545913,0.186938418,0.126451896,0.100372562,0.172035941,English,Chinese,0.547467609,0.125795053,Korean,Japanese,Spanish,0.158854167,0.083333333,0.130208333,0.229166667,0.139322917,0.078125,0.180989583
Bolivia,English,Portuguese,French,0.647036948,0.091757268,0.07323956,0.647036948,0.027242954,0.07323956,0.361766634,0.159096091,0.10748436,0.129686632,0.094316903,0.077604634,0.070044747,Spanish,English,0.730645549,0.048238857,English,Portuguese,French,0.365565883,0.160257249,0.096632192,0.133926818,0.08992276,0.083720626,0.069974471
Bosnia-Herzegovina,German,Spanish,English,0.346514277,0.134620803,0.085731261,0.085731261,0.134620803,0.075863928,0.205800107,0.185424325,0.120935055,0.15196217,0.117714519,0.077654193,0.14050963,English,German,0.644402386,0.042078571,German,Spanish,English,0.185213101,0.146909689,0.133753597,0.172262574,0.123064273,0.088255447,0.150541318
Botswana,French,Spanish,Chinese,0.322470328,0.207402937,0.064172199,0.039160464,0.207402937,0.322470328,0.247227658,0.105838226,0.104207436,0.215427267,0.119047619,0.067840835,0.140410959,English,French,0.682022397,0.014685174,French,Spanish,Chinese,0.247399703,0.116641902,0.085438336,0.22808321,0.118127786,0.0653789,0.138930163
Brazil,English,Spanish,French,0.608822447,0.153182052,0.077929759,0.608822447,0.153182052,0.077929759,0.335956106,0.147291198,0.180694659,0.125321944,0.066819474,0.070695014,0.073221604,Portuguese,English,0.71017316,0.057265024,English,Spanish,French,0.352090101,0.143744225,0.156976326,0.134009768,0.06565695,0.075137884,0.072384746
Brunei,Korean,Japanese,Chinese,0.160367408,0.144985497,0.130438604,0.070185462,0.108508394,0.105871495,0.147229491,0.080782797,0.114119923,0.239845261,0.121856867,0.092729548,0.203436113,English,Indonesian,0.569789927,0.036521051,Korean,Japanese,Chinese,0.133180253,0.061997704,0.096440873,0.287026406,0.116532721,0.09184845,0.212973594
Bulgaria,English,Spanish,German,0.212409049,0.158225294,0.152397804,0.212409049,0.158225294,0.098038762,0.218033182,0.155881152,0.141349937,0.166440873,0.100391582,0.107777819,0.110125455,English,Russian,0.518391983,0.060011245,English,Spanish,German,0.201728817,0.141622274,0.12900794,0.192079606,0.102975173,0.122173083,0.110413107
Burkina-Faso,English,Spanish,French,0.725532634,0.079945891,0.073791004,0.725532634,0.079945891,0.073791004,0.22392638,0.257935449,0.0956255,0.097626034,0.143638304,0.110696186,0.070552147,French,English,0.769766655,0.104835982,English,Spanish,German,0.220142602,0.317290553,0.101604278,0.107843137,0.094474153,0.083778966,0.07486631
Cabo-Verde,English,French,Spanish,0.562519154,0.13201042,0.103317499,0.562519154,0.103317499,0.13201042,0.32815008,0.187600321,0.134229535,0.122191011,0.089386035,0.059289727,0.079153291,Portuguese,English,0.595234447,0.137335274,English,French,Spanish,0.353306953,0.172979084,0.103448276,0.132843414,0.097230073,0.064443188,0.075749011
Cambodia,English,Chinese,Spanish,0.206593606,0.150560034,0.132491018,0.206593606,0.132491018,0.130211635,0.188861547,0.141745676,0.1767388,0.146775711,0.127632626,0.100636897,0.117608743,English,Chinese,0.542734656,0.065392627,English,Chinese,Spanish,0.199373041,0.132288401,0.167189133,0.156321839,0.123510972,0.10846395,0.112852665
Cameroon,English,Spanish,German,0.556683848,0.11129475,0.107597064,0.556683848,0.11129475,0.093422601,0.255821121,0.172209925,0.133122251,0.101319734,0.130880664,0.125304716,0.08134159,French,English,0.645162194,0.189072217,English,Spanish,German,0.269506022,0.197242102,0.128818293,0.112061442,0.091988131,0.112061442,0.088322569
Canada,French,Spanish,English,0.301436753,0.199571647,0.138912054,0.138912054,0.199571647,0.301436753,0.288975799,0.092909999,0.146967573,0.144686517,0.111049551,0.094231939,0.121178622,English,French,0.563137103,0.124727959,French,English,Spanish,0.343528312,0.08033196,0.121158239,0.149224316,0.103511151,0.08870469,0.113541333
Chad,English,French,Spanish,0.606714628,0.210688592,0.072798904,0.606714628,0.072798904,0.210688592,0.294117647,0.19618109,0.094856791,0.097012627,0.136741608,0.106867878,0.074222359,French,Arabic,0.472593354,0.262076053,English,French,Spanish,0.290187891,0.200417537,0.096033403,0.081419624,0.141962422,0.118997912,0.070981211
Chile,English,French,Italian,0.604932412,0.089138021,0.071950708,0.604932412,0.027628759,0.089138021,0.290384993,0.130772568,0.145083517,0.141077608,0.078041877,0.118641214,0.095998223,Spanish,English,0.711196421,0.068634022,English,French,Italian,0.340534332,0.119619505,0.109916505,0.147041443,0.0714524,0.120258111,0.091177704
China,English,Japanese,Korean,0.444160442,0.232559727,0.138157073,0.444160442,0.042693915,0.065340726,0.338533483,0.123797999,0.138426162,0.078851185,0.046468238,0.125758238,0.148164694,Chinese,English,0.625253086,0.072282568,English,Japanese,Korean,0.346775979,0.128674718,0.136605909,0.075165354,0.041963027,0.125943916,0.144871097
Colombia,English,French,Portuguese,0.693111131,0.092515973,0.056702036,0.693111131,0.021028679,0.092515973,0.361683418,0.153335238,0.113221621,0.144637131,0.075611617,0.085384383,0.066126592,Spanish,English,0.770641853,0.045109755,English,French,Italian,0.367829859,0.145940528,0.099302148,0.156849133,0.073221255,0.090031342,0.066825734
Congo,English,Spanish,French,0.636744009,0.112209966,0.080924306,0.636744009,0.112209966,0.080924306,0.219557965,0.221017515,0.116972477,0.102376981,0.133861551,0.116346956,0.089866555,French,English,0.703023963,0.115157855,English,Spanish,French,0.239099859,0.258790436,0.102672293,0.094233474,0.102672293,0.102672293,0.099859353
Costa-Rica,English,French,Portuguese,0.587828157,0.087484295,0.080273106,0.587828157,0.061347455,0.087484295,0.327253371,0.200148798,0.112754008,0.129130891,0.079371176,0.07684584,0.074495916,Spanish,English,0.67730509,0.11353076,English,French,Portuguese,0.350215271,0.199738327,0.080251327,0.140070895,0.074835314,0.080905509,0.073983356
Cote-dIvoire,English,Spanish,French,0.691498237,0.097976155,0.067039858,0.691498237,0.097976155,0.067039858,0.266842175,0.220771357,0.101908648,0.098907463,0.12512834,0.11375543,0.072686587,French,English,0.75097559,0.105000404,English,Spanish,French,0.26685615,0.249644718,0.104373914,0.104216011,0.083846518,0.106110848,0.08495184
Croatia,German,Spanish,Italian,0.217993417,0.173223251,0.124018186,0.102995649,0.173223251,0.094934732,0.164112721,0.168091317,0.155521387,0.180504882,0.110358247,0.078451301,0.142960145,English,German,0.586767823,0.045102086,Spanish,German,Italian,0.128791911,0.156711835,0.134891718,0.219593073,0.112989724,0.089286445,0.157735293
Cuba,English,French,Spanish,0.588312747,0.093437098,0.084072753,0.588312747,0.084072753,0.093437098,0.30018827,0.202881349,0.137580322,0.077968322,0.116809233,0.086256293,0.078316212,Spanish,English,0.691340192,0.109276892,English,French,Italian,0.319300801,0.184850692,0.109249818,0.083175528,0.122068463,0.094246176,0.087108521
Cyprus,English,Spanish,Greek,0.260261337,0.15895465,0.132567708,0.260261337,0.15895465,0.087118506,0.145091924,0.188300093,0.142275094,0.185961118,0.127285531,0.07924851,0.13183773,English,Greek,0.50914681,0.125821766,English,Spanish,Greek,0.116981908,0.181743421,0.12890625,0.227898849,0.119346217,0.084909539,0.140213816
Czechia,English,Spanish,German,0.538007178,0.090851108,0.086570952,0.538007178,0.090851108,0.051949172,0.266146528,0.129869355,0.219953072,0.166930232,0.08155367,0.047207273,0.088339869,Czech,English,0.491944484,0.296295224,English,Spanish,German,0.314337108,0.110206042,0.193736969,0.169075263,0.081762806,0.044029271,0.086852541
Democratic-Rep-Congo,English,Spanish,French,0.598492327,0.114571181,0.112985731,0.598492327,0.114571181,0.112985731,0.162176166,0.2154289,0.123891767,0.108290155,0.16488198,0.111744387,0.113586644,French,English,0.621855275,0.177390888,English,Spanish,French,0.166191155,0.239657632,0.117689016,0.117332382,0.12125535,0.101997147,0.135877318
Denmark,Spanish,Danish,German,0.179883301,0.159556061,0.145431523,0.0610027,0.179883301,0.134887176,0.295515515,0.091953328,0.160734728,0.15688138,0.107651834,0.083317854,0.103945362,English,German,0.631315624,0.020163102,Spanish,German,Danish,0.294763688,0.076718057,0.143165683,0.188245296,0.099234887,0.090664706,0.107207683
Djibouti,English,French,Spanish,0.446932378,0.183273623,0.135691894,0.446932378,0.135691894,0.183273623,0.251529239,0.189136286,0.125519941,0.110105212,0.131636897,0.098360656,0.093711769,French,English,0.385915808,0.291983878,English,Spanish,French,0.278884462,0.188579017,0.139442231,0.1062417,0.114209827,0.104913679,0.067729084
Dominica,Spanish,French,English,0.353392569,0.317447496,0.07902531,0.07902531,0.353392569,0.317447496,0.316049383,0.099470899,0.122045855,0.175308642,0.105114638,0.062433862,0.11957672,English,French,0.674878837,0.038906839,Spanish,French,English,0.398589065,0.102292769,0.082892416,0.160493827,0.100529101,0.045855379,0.109347443
Dominican-Rep,English,French,Italian,0.728806379,0.070729193,0.048818653,0.728806379,0.041831916,0.070729193,0.316767172,0.169707651,0.157612209,0.112344401,0.104689118,0.059176302,0.079703146,Spanish,English,0.776161814,0.068673289,English,French,Italian,0.332175629,0.159937335,0.147213634,0.118400875,0.099626164,0.059772383,0.082873981
Ecuador,English,French,Italian,0.654548587,0.090281072,0.068427088,0.654548587,0.029165968,0.090281072,0.385681683,0.128260132,0.123433951,0.132042721,0.083150177,0.083740493,0.063690843,Spanish,English,0.738290313,0.062548053,English,French,Italian,0.390675685,0.125271308,0.109494006,0.142035185,0.075918896,0.091293676,0.065311245
Egypt,English,German,French,0.502315892,0.113425206,0.111848439,0.502315892,0.067681556,0.111848439,0.239104372,0.155934237,0.121442761,0.15300371,0.107653766,0.124856105,0.098005049,Arabic,English,0.53063102,0.28432254,English,French,German,0.204533417,0.146029838,0.11874483,0.167268702,0.116168078,0.140394309,0.106860826
El-Salvador,English,French,Italian,0.687909298,0.086419534,0.065273145,0.687909298,0.022973915,0.086419534,0.353020031,0.216802734,0.094327667,0.122903596,0.083797573,0.066392701,0.062755698,Spanish,English,0.760131233,0.061040641,English,French,Italian,0.348476275,0.211846253,0.081986097,0.13442729,0.08305715,0.074185595,0.06602134
Estonia,English,Spanish,Russian,0.172032904,0.156838468,0.123778903,0.172032904,0.156838468,0.097441449,0.19878199,0.136923498,0.176200903,0.172733908,0.102093883,0.077323115,0.135942703,English,Russian,0.497202901,0.168914933,English,Spanish,Russian,0.17991374,0.12138016,0.166112138,0.2017252,0.104990758,0.082193469,0.143684535
Ethiopia,French,Spanish,English,0.266519758,0.208376761,0.093147911,0.093147911,0.208376761,0.266519758,0.161832813,0.133618,0.102020036,0.239349647,0.135555921,0.072622762,0.155000821,English,Arabic,0.639364522,0.029257616,French,Spanish,English,0.152030619,0.1258771,0.08972996,0.263874123,0.136933872,0.073995322,0.157559005
Fiji,Spanish,French,English,0.217600656,0.189017519,0.097121197,0.097121197,0.217600656,0.189017519,0.164705882,0.104545455,0.145454545,0.218449198,0.131550802,0.089037433,0.146256684,English,Chinese,0.631902469,0.026021924,French,Spanish,English,0.164383562,0.103500761,0.108066971,0.228310502,0.136986301,0.111111111,0.147640791
Finland,Spanish,Swedish,Finnish,0.162547956,0.145896038,0.098992955,0.059230126,0.162547956,0.083876558,0.191066435,0.131495605,0.167316377,0.157372457,0.138344602,0.084731885,0.129672639,English,Russian,0.567051644,0.026915269,Spanish,Swedish,French,0.176330511,0.105382522,0.161437859,0.189333233,0.12118234,0.098238585,0.14809495
France,English,Spanish,French,0.456093912,0.159221817,0.091090264,0.456093912,0.159221817,0.091090264,0.275055243,0.130224045,0.198017708,0.099377269,0.10055966,0.114656903,0.082109171,French,English,0.531066642,0.165319119,English,Spanish,Italian,0.287551709,0.124293266,0.198390662,0.101538516,0.090734529,0.119695793,0.077795524
Gabon,English,Spanish,French,0.638124778,0.137184116,0.066609041,0.638124778,0.137184116,0.066609041,0.286929134,0.165564304,0.115800525,0.110446194,0.118530184,0.114435696,0.088293963,French,English,0.707886307,0.09828647,English,Spanish,French,0.28449848,0.190273556,0.119756839,0.108206687,0.097264438,0.09787234,0.10212766
Gambia,French,Spanish,English,0.295666046,0.167907471,0.13706461,0.13706461,0.167907471,0.295666046,0.268991283,0.148816936,0.149750934,0.132938979,0.140722291,0.056662516,0.102117061,English,French,0.633608083,0.038952406,French,Spanish,English,0.254,0.182,0.11,0.136,0.15,0.05,0.118
Georgia,English,German,Spanish,0.272830728,0.138827345,0.115211086,0.272830728,0.115211086,0.098322188,0.201281129,0.157012526,0.148585848,0.148939814,0.112310029,0.092819055,0.139051599,English,Russian,0.462601716,0.231872382,English,Spanish,German,0.18760469,0.150227327,0.142522134,0.159846853,0.121703757,0.091505145,0.146590093
Germany,English,Spanish,German,0.308847009,0.169976902,0.150353336,0.308847009,0.169976902,0.125182457,0.235762217,0.129845088,0.199776274,0.140990448,0.116484059,0.064989338,0.112152576,German,English,0.411152799,0.276397531,English,Spanish,French,0.247262678,0.122080684,0.182901949,0.152671599,0.111982602,0.068365731,0.114734757
Ghana,French,Spanish,German,0.374010209,0.229902898,0.094067246,0.043074458,0.229902898,0.374010209,0.267632536,0.153058193,0.141626226,0.186321255,0.09884124,0.046421143,0.106099407,English,French,0.683941878,0.023597257,French,Spanish,German,0.257448004,0.1628724,0.129286116,0.197863969,0.096613266,0.042158516,0.113757729
Great-Britain,Spanish,French,German,0.241547744,0.19196037,0.082203501,0.074246146,0.241547744,0.19196037,0.20747046,0.080291201,0.18939153,0.161106338,0.121630772,0.100962516,0.139147184,English,Spanish,0.629577315,0.016153255,Spanish,French,German,0.232382,0.064795612,0.179473639,0.18055081,0.111424588,0.09767079,0.133702562
Greece,English,Spanish,French,0.35074585,0.154680335,0.082545822,0.35074585,0.154680335,0.082545822,0.120429122,0.196249131,0.1735006,0.215777665,0.085467358,0.080575744,0.128000379,English,Greek,0.427874079,0.278775159,English,Spanish,Italian,0.09686646,0.195455464,0.158580284,0.262794135,0.072974151,0.085893224,0.127436282
Grenada,Spanish,French,Chinese,0.415914594,0.213295179,0.049306626,0.042262822,0.415914594,0.213295179,0.307716939,0.097662504,0.138008325,0.187319885,0.095100865,0.061799552,0.112391931,English,Spanish,0.654853621,0.025313669,Spanish,French,Chinese,0.293814433,0.111683849,0.137457045,0.197594502,0.082474227,0.060137457,0.116838488
Guatemala,English,French,Italian,0.711953515,0.07562654,0.0586709,0.711953515,0.023724817,0.07562654,0.355731677,0.201555771,0.0865272,0.140463768,0.083928591,0.067443472,0.064349522,Spanish,English,0.775647121,0.053094888,English,French,Italian,0.379476423,0.187947239,0.069000847,0.147819773,0.08076318,0.069638175,0.065354362
Guinea,English,French,Spanish,0.690269649,0.092757107,0.08277592,0.690269649,0.08277592,0.092757107,0.256087495,0.225134131,0.092447379,0.096161783,0.144655386,0.103693768,0.081820058,French,English,0.722460284,0.114182692,English,Spanish,French,0.274944568,0.246858832,0.084996305,0.101995565,0.111603843,0.093865484,0.085735403
Guyana,Spanish,French,Portuguese,0.490631024,0.111836525,0.086467035,0.079938311,0.490631024,0.111836525,0.247362719,0.128129098,0.112676056,0.200889548,0.132120659,0.063009637,0.115812283,English,Spanish,0.666803753,0.064156278,Spanish,French,English,0.227924025,0.128957014,0.106297901,0.212595801,0.150283239,0.058313895,0.115628124
Haiti,English,Spanish,French,0.613252944,0.196567882,0.072949843,0.613252944,0.196567882,0.072949843,0.21868024,0.185281491,0.124199681,0.118901018,0.147001104,0.07625414,0.129682326,French,English,0.688517353,0.137530666,English,Spanish,French,0.220136632,0.239238575,0.116667772,0.109172912,0.117331034,0.05869868,0.138754394
Honduras,English,French,Italian,0.677492438,0.087332605,0.060604649,0.677492438,0.024617673,0.087332605,0.324485824,0.198206616,0.105154502,0.13648702,0.09318876,0.069984821,0.072492457,Spanish,English,0.750506865,0.071178498,English,French,Italian,0.327849542,0.190967716,0.092419191,0.146624873,0.092778565,0.074310699,0.075049414
Hungary,English,German,Spanish,0.563345668,0.090531692,0.070427201,0.563345668,0.070427201,0.044643933,0.283122881,0.142567042,0.145806696,0.151784595,0.097693801,0.047352426,0.131672558,Hungarian,English,0.534797876,0.277427763,English,German,Spanish,0.298009705,0.131668894,0.12411562,0.164906112,0.10086504,0.047485758,0.132948871
Iceland,Spanish,Danish,French,0.23463303,0.137725411,0.096096805,0.079685527,0.23463303,0.096096805,0.266918611,0.083180738,0.171504266,0.169400397,0.111972572,0.069661433,0.127361982,English,Polish,0.611661347,0.028706906,Spanish,Danish,English,0.249765698,0.078256795,0.162839738,0.194236176,0.112230553,0.069119025,0.133552015
India,English,Hindi,French,0.405044599,0.148987776,0.108259751,0.405044599,0.094479431,0.108259751,0.287023987,0.173360092,0.073900961,0.176810343,0.129099568,0.058712819,0.10109223,English,Hindi,0.424816342,0.394772533,English,Hindi,French,0.217240952,0.199696535,0.081046854,0.201134521,0.114225645,0.063541114,0.123114379
Indonesia,English,Korean,Japanese,0.520394646,0.094736056,0.072444337,0.520394646,0.039023462,0.040480442,0.340841987,0.097120535,0.071347296,0.23270252,0.074463847,0.04761076,0.135913055,Indonesian,English,0.511375622,0.274144647,English,Korean,Japanese,0.310992753,0.09904324,0.074047692,0.238563943,0.078580564,0.052829537,0.145942271
Iran,English,German,French,0.222854878,0.160286974,0.149974403,0.222854878,0.09207171,0.149974403,0.19129418,0.120866961,0.183079364,0.156864737,0.117600986,0.092237951,0.138055821,English,Arabic,0.551647909,0.08635454,English,Turkish,French,0.184507912,0.107815686,0.190567474,0.168834898,0.112503949,0.09506476,0.140705322
Iraq,English,French,Turkish,0.695319545,0.068804237,0.054547403,0.695319545,0.024763279,0.068804237,0.26756691,0.0839713,0.092204541,0.165681295,0.161427354,0.146734093,0.082414507,Arabic,English,0.728189724,0.161189997,English,French,Turkish,0.244716213,0.088471008,0.091495533,0.172646313,0.159744596,0.159233203,0.083693135
Ireland,Irish,Spanish,French,0.226448805,0.188129153,0.159059284,0.076913573,0.188129153,0.159059284,0.383821096,0.07357875,0.136073826,0.118853383,0.09903045,0.091092584,0.09754991,English,Portuguese,0.610080826,0.020601709,Irish,Spanish,French,0.45523115,0.054783972,0.116006569,0.120682457,0.089741806,0.080223032,0.083331014
Israel,English,Spanish,Hebrew,0.234903074,0.166240553,0.136392559,0.234903074,0.166240553,0.09839682,0.190423248,0.087853749,0.140375335,0.190928382,0.14446098,0.107848648,0.138109659,English,Arabic,0.500874201,0.168088318,English,Spanish,Hebrew,0.158956446,0.078211986,0.133413383,0.216733981,0.146872612,0.117126951,0.148684641
Italy,English,French,Italian,0.521891218,0.1043982,0.08998663,0.521891218,0.08405074,0.1043982,0.256352293,0.162742284,0.174563088,0.133747365,0.067859023,0.11836908,0.086366866,Italian,English,0.567152116,0.191461324,English,French,Spanish,0.24759159,0.170726467,0.167375636,0.142508227,0.064087361,0.129219137,0.078491582
Jamaica,Spanish,French,Japanese,0.476490198,0.184363838,0.0545202,0.033105802,0.476490198,0.184363838,0.264039576,0.115416463,0.129875369,0.225036625,0.083101552,0.057878087,0.124652328,English,Spanish,0.701785856,0.021192158,Spanish,French,Japanese,0.240704501,0.116316047,0.121208415,0.24840998,0.084760274,0.056873777,0.131727006
Japan,English,Japanese,Chinese,0.649767081,0.088154659,0.071408365,0.649767081,0.041786545,0.034493435,0.211376439,0.161970015,0.186395221,0.101082678,0.130581129,0.117560208,0.09103431,Japanese,English,0.626635977,0.191957924,English,Chinese,Japanese,0.245141581,0.158180071,0.166713677,0.09950137,0.118600393,0.119260134,0.092602774
Jordan,English,French,Turkish,0.588886039,0.08149349,0.07131732,0.588886039,0.059680084,0.08149349,0.280972376,0.106933199,0.082921145,0.159875439,0.152924159,0.123628327,0.092745354,Arabic,English,0.604130798,0.257812708,English,French,Spanish,0.23608089,0.10562354,0.081348691,0.174176033,0.16094065,0.139999601,0.101830595
Kazakhstan,English,German,French,0.676983161,0.070539769,0.067168304,0.676983161,0.047164369,0.067168304,0.337602949,0.123771133,0.174758572,0.14820533,0.077346414,0.040813979,0.097501623,Russian,English,0.734188312,0.112777436,English,French,German,0.332465872,0.114596174,0.177213167,0.154933114,0.075811533,0.038716158,0.106263982
Kenya,French,Spanish,German,0.25910954,0.234452432,0.086315024,0.042445542,0.234452432,0.25910954,0.18811416,0.156275304,0.097215974,0.234877793,0.114879792,0.074863798,0.133773179,English,French,0.664724799,0.01334349,French,Spanish,German,0.188230856,0.161933502,0.085466401,0.241418333,0.112625963,0.075874333,0.134450612
Kuwait,English,French,Spanish,0.425080215,0.125134839,0.111992949,0.425080215,0.111992949,0.125134839,0.246502869,0.118965208,0.117431851,0.159648494,0.125860832,0.115557747,0.116032999,Arabic,English,0.410070093,0.378388179,English,Spanish,French,0.214086995,0.111415323,0.121439611,0.187017002,0.100596158,0.133583573,0.131861338
Kyrgyzstan,English,German,French,0.669258439,0.097821645,0.054432966,0.669258439,0.034352968,0.054432966,0.345463801,0.132268152,0.15403235,0.146718748,0.086433476,0.042416813,0.09266666,Russian,English,0.723605076,0.112342091,English,German,French,0.35815531,0.131213931,0.14604637,0.143515237,0.08281867,0.038726334,0.099524147
Lao,English,Spanish,French,0.510066511,0.104035592,0.075453892,0.510066511,0.104035592,0.075453892,0.235436658,0.128525734,0.156828535,0.207812349,0.094310362,0.075991083,0.10109528,Thai,English,0.339475103,0.327026784,English,Spanish,Chinese,0.253968254,0.130952381,0.117063492,0.205026455,0.102513228,0.084656085,0.105820106
Latvia,English,Spanish,German,0.264983521,0.141890565,0.130355545,0.264983521,0.141890565,0.096072419,0.220121188,0.157934922,0.174228764,0.162532287,0.098835226,0.063859512,0.1224881,English,Russian,0.435722548,0.29497239,English,Spanish,German,0.204754238,0.145278909,0.166587745,0.180604224,0.107112416,0.069987688,0.12567478
Lebanon,English,Spanish,French,0.317358194,0.155300266,0.139177844,0.317358194,0.155300266,0.139177844,0.202831841,0.10919395,0.145583064,0.163613546,0.124049364,0.150434355,0.10429388,English,Arabic,0.441777145,0.288952023,English,Spanish,French,0.163131042,0.09962406,0.124328679,0.186588921,0.119054013,0.195066749,0.112206537
Libya,English,French,German,0.669823882,0.092437219,0.050550332,0.669823882,0.035752702,0.092437219,0.255696381,0.096409615,0.090405457,0.166491756,0.161678339,0.149034289,0.080284163,Arabic,English,0.706070808,0.172187433,English,French,German,0.240464753,0.095578273,0.083466765,0.171121238,0.161103584,0.162499487,0.085765899
Lithuania,English,Spanish,Russian,0.214425148,0.153249276,0.134266245,0.214425148,0.153249276,0.09718986,0.20051061,0.134909088,0.171374713,0.176352705,0.111821817,0.076198058,0.128833008,English,Russian,0.508823443,0.143257521,English,Spanish,Russian,0.182422741,0.114486895,0.164384752,0.200243404,0.118442213,0.081583866,0.138436128
Luxembourg,English,French,Spanish,0.225223868,0.216590903,0.133362543,0.225223868,0.133362543,0.216590903,0.212249318,0.177867094,0.143172494,0.137070743,0.118619713,0.088589933,0.122430705,English,French,0.408830134,0.117178301,English,French,Spanish,0.20382025,0.161422104,0.131500497,0.151043392,0.120128078,0.100253947,0.131831732
Macedonia,German,Spanish,English,0.308880651,0.137964265,0.090989547,0.090989547,0.137964265,0.082247549,0.216784558,0.167701714,0.118307157,0.154154178,0.118091356,0.089245894,0.135715142,English,Turkish,0.63290492,0.036187348,German,Spanish,English,0.216685476,0.129872385,0.120322945,0.173018491,0.12692074,0.096796597,0.136383367
Madagascar,English,Spanish,German,0.534966805,0.121289708,0.09068445,0.534966805,0.121289708,0.076036798,0.213290159,0.225890469,0.109320006,0.138462621,0.124665634,0.103829368,0.084541743,French,English,0.622584775,0.162910477,English,Spanish,German,0.203488372,0.235465116,0.106104651,0.146802326,0.102713178,0.10755814,0.097868217
Malawi,French,Spanish,Portuguese,0.280931811,0.177414378,0.078525147,0.06541191,0.177414378,0.280931811,0.213286713,0.141802642,0.117715618,0.178710179,0.146464646,0.081196581,0.120823621,English,French,0.668929343,0.015427337,French,Spanish,Portuguese,0.206467662,0.169154229,0.087064677,0.196517413,0.129353234,0.082089552,0.129353234
Malaysia,Korean,Japanese,Chinese,0.161104138,0.147865498,0.136187678,0.132856614,0.100597062,0.090851496,0.182075282,0.119206253,0.113680891,0.223453435,0.110678341,0.089147209,0.161758588,English,Chinese,0.523916087,0.069663877,Korean,Japanese,Chinese,0.171265747,0.116766647,0.104469106,0.242321536,0.110962807,0.092906419,0.161307738
Maldives,Spanish,English,French,0.206227453,0.132534762,0.112675563,0.132534762,0.206227453,0.112675563,0.106476,0.127151835,0.157755715,0.223244376,0.110939065,0.066126241,0.208306767,English,German,0.575986831,0.029175861,Spanish,Arabic,French,0.095939086,0.124365482,0.112690355,0.255837563,0.120812183,0.056852792,0.233502538
